Database,Acc_number,Suffix,MMC_ID,Name,Restrand_Occurrence_num,Age_Class,Sex,Common_Name,Genus,Species,Strand_Date,Stranding_County,Stranding_City,Stranding_Locality,Stranding_Details,Latitude,Longitude,Admit_Date,Admit_Weight_kg,Admit_Length_cm,Disposition_Date,Disposition,Dispo_Weight_kg,Dispo_Length_cm,CODeath_List,Diagnosis_List
Lloyd,9203,,CSL-9203,Redon,,Adult,Female,California Sea Lion,Zalophus,californianus,10/08/2009,San Luis Obispo,Cayucos,Morro Strand State Beach - North,in front of first house on Studio Drive,35.4200,-120.8840,10/08/2009,90,161,10/09/2009,died in treatment,90,161,domoic acid toxicity (acute),domoic acid toxicity (acute)
Lloyd,9204,,CSL-9204,Brand1879,,Adult,Female,California Sea Lion,Zalophus,californianus,10/08/2009,San Luis Obispo,,Oceano Dunes Vehicular Recreation Area,south of post 6,35.0610,-120.6370,10/08/2009,76.4,163,10/09/2009,died in treatment,76.4,163,domoic acid toxicity (acute),"bad location, domoic acid toxicity (acute)"
Lloyd,9205,,CSL-9205,Sparkalish,,Adult,Female,California Sea Lion,Zalophus,californianus,10/09/2009,San Luis Obispo,Cayucos,Morro Strand State Beach - North,south of the pier ,35.4340,-120.8970,10/09/2009,79,162,10/11/2009,euthanasia,79,163,"euthanasia, domoic acid toxicity (acute)",domoic acid toxicity (acute)
Lloyd,9206,,CSL-9206,Quad,,Adult,Female,California Sea Lion,Zalophus,californianus,10/09/2009,San Luis Obispo,Cayucos,Cayucos State Beach,100 yards north of the pier,35.4420,-120.9090,10/09/2009,93,153,10/17/2009,euthanasia,87,158,"euthanasia, domoic acid toxicity (acute)",domoic acid toxicity (acute)
Lloyd,9207,,CSL-9207,Trogir,,Adult,Female,California Sea Lion,Zalophus,californianus,10/09/2009,San Luis Obispo,Oceano,Oceano Dunes Vehicular Recreation Area,Pier Avenue,35.1040,-120.6310,10/09/2009,86,167,11/13/2009,released,68,159,,"domoic acid toxicity (acute), bad location"
Lloyd,9208,,CSL-9208,Tiepolo,,Adult,Female,California Sea Lion,Zalophus,californianus,10/09/2009,San Luis Obispo,Cayucos,Cayucos State Beach,1/2 mile south of pier,35.4410,-120.9050,10/10/2009,68,165,10/16/2009,euthanasia,69,152,"euthanasia, domoic acid toxicity (acute)","abscess, domoic acid toxicity (acute), trauma (flipper)"
Lloyd,9211,,CSL-9211,Spinola,,Adult,Female,California Sea Lion,Zalophus,californianus,10/10/2009,San Luis Obispo,,,north of Cayucos across from San Geronimo Street,35.4550,-120.9670,10/10/2009,80,167,10/28/2009,died in treatment,61,154,domoic acid toxicity (acute),domoic acid toxicity (acute)
Lloyd,9212,,CSL-9212,Squatter,,Adult,Female,California Sea Lion,Zalophus,californianus,10/10/2009,San Luis Obispo,Morro Bay,Morro Strand State Beach - North,,35.3870,-120.8710,10/10/2009,78.5,170,11/06/2009,euthanasia,51,149,"euthanasia, domoic acid toxicity (chronic)","domoic acid toxicity (acute), domoic acid toxicity (chronic)"
Lloyd,9213,,CSL-9213,Zuccaro,,Adult,Female,California Sea Lion,Zalophus,californianus,10/10/2009,San Luis Obispo,Morro Bay,Morro Strand State Beach - North,200 yards north of the campground,35.3870,-120.8710,10/10/2009,60.8,170,10/27/2009,released,66.5,170,,domoic acid toxicity (acute)
Lloyd,9215,,CSL-9215,Jorgens,,Adult,Female,California Sea Lion,Zalophus,californianus,10/11/2009,San Luis Obispo,Morro Bay,Morro Rock and Beach,"off Embarcadero in ice plant, near Coleman Park",35.3690,-120.8710,10/11/2009,73.5,139,11/13/2009,released,56,139,,domoic acid toxicity (acute)
Lloyd,9216,,CSL-9216,Watteau,,Adult,Female,California Sea Lion,Zalophus,californianus,10/11/2009,San Luis Obispo,Morro Bay,Morro Rock and Beach,right side at dead end by parking lot. ,35.3650,-120.8710,10/11/2009,71.6,179,10/30/2009,released,70,179,,domoic acid toxicity (acute)
Lloyd,9217,,CSL-9217,Soaker,,Adult,Female,California Sea Lion,Zalophus,californianus,10/09/2009,San Luis Obispo,Morro Bay,Morro Strand State Beach - South,campground,35.3870,-120.8710,10/11/2009,110,169,11/09/2009,released,89.5,170,,domoic acid toxicity (acute)
Lloyd,9218,,CSL-9218,Torgunn,,Adult,Female,California Sea Lion,Zalophus,californianus,10/11/2009,San Luis Obispo,San Simeon,,South San Simeon Acres,35.6100,-121.1500,10/11/2009,89,163,10/12/2009,died in treatment,89,163,domoic acid toxicity (acute),domoic acid toxicity (acute)
Lloyd,9219,,CSL-9219,Oldenburg,,Adult,Female,California Sea Lion,Zalophus,californianus,10/11/2009,San Luis Obispo,Cambria,,100 yards west of Shamel Park,35.5650,-121.1130,10/11/2009,79.8,168,10/12/2009,died in treatment,79.8,168,domoic acid toxicity (acute),domoic acid toxicity (acute)
Lloyd,9220,,CSL-9220,Amanacer,,Adult,Female,California Sea Lion,Zalophus,californianus,10/11/2009,San Luis Obispo,Pismo Beach,Pismo State Beach,moving north toward Pismo Pier,35.1340,-120.6460,10/11/2009,85,157,10/12/2009,died in treatment,85,157,domoic acid toxicity (acute),domoic acid toxicity (acute)
Lloyd,9221,,CSL-9221,Romper,,Adult,Female,California Sea Lion,Zalophus,californianus,10/11/2009,San Luis Obispo,Morro Bay,Morro Rock and Beach,"north side of Morro Rock, by parking lot",35.3740,-120.8700,10/12/2009,68,179,10/16/2009,euthanasia,68,157,"euthanasia, domoic acid toxicity (acute)",domoic acid toxicity (acute)
Lloyd,9223,,CSL-9223,Aladdin,,Adult,Female,California Sea Lion,Zalophus,californianus,10/12/2009,San Luis Obispo,Morro Bay,Morro Bay Harbor,"Windy Cove, below Natural History Museum",35.3480,-120.8690,10/12/2009,77,159,10/13/2009,died in treatment,77,159,domoic acid toxicity (acute),domoic acid toxicity (acute)
Lloyd,9225,,CSL-9225,Vigo,,Adult,Female,California Sea Lion,Zalophus,californianus,10/12/2009,San Luis Obispo,Cayucos,Morro Strand State Beach - North,3550 Studio Drive,35.4240,-120.8870,10/12/2009,79.5,174,11/08/2009,euthanasia,67.5,167,"euthanasia, carcinoma, domoic acid toxicity (acute)","carcinoma, domoic acid toxicity (acute)"
Lloyd,9226,,CSL-9226,Lippi,,Adult,Female,California Sea Lion,Zalophus,californianus,10/12/2009,San Luis Obispo,Cayucos,Cayucos Beach,"349 north Ocean Avenue, 30 yards north from staircase down to the beach",35.4420,-120.9150,10/12/2009,64.5,149,10/14/2009,died in treatment,64.5,149,domoic acid toxicity (acute),domoic acid toxicity (acute)
Lloyd,9227,,CSL-9227,De Hooch,,Adult,Female,California Sea Lion,Zalophus,californianus,10/12/2009,San Luis Obispo,Cayucos,Cayucos State Beach,80 feet south of the pier,35.4490,-120.9070,10/12/2009,86,175,10/27/2009,released,84.5,175,,domoic acid toxicity (acute)
Lloyd,9229,,CSL-9229,Deluge,,Adult,Female,California Sea Lion,Zalophus,californianus,10/13/2009,San Luis Obispo,Cayucos,Cayucos Beach,"5 miles north of Morro Bay, 1 mile south of the pier",35.4310,-120.8930,10/13/2009,72.5,151,10/25/2009,died in treatment,56.5,158,"malnutrition, domoic acid toxicity (acute)",domoic acid toxicity (acute)
Lloyd,9230,,CSL-9230,Carcass (DOA),,Adult,Male,California Sea Lion,Zalophus,californianus,10/13/2009,Monterey,Monterey,Del Monte Beach,near sea kayak and Dennis the Menace park,36.6060,-121.8750,10/13/2009,109,200,10/13/2009,DOA,109,200,"malnutrition, domoic acid toxicity (acute)","malnutrition, domoic acid toxicity (acute)"
Lloyd,9233,,CSL-9233,Nicoftime,,Adult,Female,California Sea Lion,Zalophus,californianus,10/14/2009,San Luis Obispo,Cayucos,Cayucos Beach,3rd Street access,35.4410,-120.9050,10/14/2009,97,168,10/16/2009,died in treatment,97,168,domoic acid toxicity (acute),domoic acid toxicity (acute)
Lloyd,9234,,CSL-9234,Donde Meun,,Adult,Female,California Sea Lion,Zalophus,californianus,10/14/2009,San Luis Obispo,Morro Bay,Morro Strand State Beach - South,"8090 Beachcomber Drive, 100 yards south",35.4000,-120.8740,10/14/2009,71.5,153,10/27/2009,released,68.5,153,,domoic acid toxicity (acute)
Lloyd,9237,,CSL-9237,Croc,,Adult,Female,California Sea Lion,Zalophus,californianus,10/15/2009,San Luis Obispo,Cayucos,Morro Strand State Beach - North,at 24th Street,35.4350,-120.8880,10/15/2009,73.5,164,10/17/2009,died in treatment,73.5,164,domoic acid toxicity (acute),domoic acid toxicity (acute)
Lloyd,9238,,CSL-9238,Norm,,Adult,Female,California Sea Lion,Zalophus,californianus,10/16/2009,San Luis Obispo,Cayucos,Cayucos Beach,1276 Pacific Avenue,35.4340,-120.8970,10/16/2009,75,157,10/16/2009,died in treatment,75,157,domoic acid toxicity (acute),domoic acid toxicity (acute)
Lloyd,9239,,CSL-9239,Maggie Pie,,Adult,Female,California Sea Lion,Zalophus,californianus,10/16/2009,San Luis Obispo,,Estero Bluffs,near Villa Creek,35.6170,-121.1560,10/16/2009,75,150,10/16/2009,died in treatment,75,150,domoic acid toxicity (acute),domoic acid toxicity (acute)
Lloyd,9240,,CSL-9240,Crumpet,,Juvenile,Male,California Sea Lion,Zalophus,californianus,10/16/2009,San Mateo,Princeton-by-the-Sea,Mavericks Beach,out trail to concrete wall,37.4870,-122.4900,10/16/2009,76.5,160,10/16/2009,euthanasia,76.5,160,"euthanasia, prolapse, renal failure, domoic acid toxicity (chronic)","prolapse (penile), paralysis, renal failure"
Lloyd,9243,,CSL-9243,Fidget,,Subadult,Female,California Sea Lion,Zalophus,californianus,10/17/2009,Marin,Sausalito,Horseshoe Bay,"East Fort Baker, East side of pier where battery trail comes down",37.8337,-122.4749,10/17/2009,46,135,10/24/2009,euthanasia,40.5,135,"euthanasia, domoic acid toxicity (chronic), endocarditis",domoic acid toxicity
Lloyd,9245,,CSL-9245,Button,,Adult,Female,California Sea Lion,Zalophus,californianus,10/17/2009,San Luis Obispo,,Estero Bluffs,"left at split in trail, 100ft from rock outcropping",35.4630,-121.0110,10/17/2009,85.5,176,12/04/2009,euthanasia,81.5,171,"euthanasia, cardiomyopathy","domoic acid toxicity (acute), domoic acid toxicity (chronic), cardiomyopathy"
Lloyd,9246,,CSL-9246,Aljiswisler,,Adult,Female,California Sea Lion,Zalophus,californianus,10/18/2009,Monterey,Marina,Marina State Beach,~1/4 mile South from 400 building ,36.7100,-121.8100,10/18/2009,82,157,10/30/2009,released,74,157,,domoic acid toxicity (acute)
Lloyd,9247,,CSL-9247,Crabill,,Adult,Female,California Sea Lion,Zalophus,californianus,10/18/2009,San Luis Obispo,Morro Bay,Morro Strand State Beach - South,1/2 mile north of Morro Rock,35.3740,-120.8700,10/18/2009,81,157,11/04/2009,released,76,157,,domoic acid toxicity (acute)
Lloyd,9249,,CSL-9249,Wynn,,Adult,Female,California Sea Lion,Zalophus,californianus,10/18/2009,San Luis Obispo,Morro Bay,Morro Strand State Beach - South,"Torro Creek meets the ocean, where old pier used to be north of hospital",35.4130,-120.8790,10/19/2009,74,167,11/09/2009,released,67,167,,domoic acid toxicity (acute)
Lloyd,9250,,CSL-9250,Sonora,,Adult,Female,California Sea Lion,Zalophus,californianus,10/19/2009,San Luis Obispo,Morro Bay,Morro Strand State Beach - South,"north Yerba Buena access point at north end of Morro Bay, Chevron Beach",35.4040,-120.8760,10/19/2009,76.5,168,11/04/2009,released,70.5,168,,domoic acid toxicity (acute)
Lloyd,9251,,CSL-9251,Creamy,,Adult,Female,California Sea Lion,Zalophus,californianus,10/19/2009,Monterey,Pacific Grove,Asilomar State Beach,Arena Avenue and Sunset Drive,36.6240,-121.9440,10/19/2009,76.5,153,10/23/2009,euthanasia,73,162,"euthanasia, carcinoma","domoic acid toxicity (acute), carcinoma"
Lloyd,9254,,CSL-9254,Coronado,,Adult,Female,California Sea Lion,Zalophus,californianus,10/20/2009,San Luis Obispo,Cayucos,Morro Strand State Beach - North,"near 3000 Studio Drive, at rocky point just north of Coronado Street",35.4240,-120.8870,10/21/2009,70.9,160,10/25/2009,euthanasia,75.5,160,"euthanasia, domoic acid toxicity (acute)","domoic acid toxicity (acute), malnutrition"
Lloyd,9255,,CSL-9255,Ozark,,Adult,Female,California Sea Lion,Zalophus,californianus,10/22/2009,Monterey,Carmel,Weston Beach,,36.5120,-121.9470,10/22/2009,48.5,157,11/06/2009,died in treatment,55.5,150,"renal failure, anesthesia, domoic acid toxicity (acute)",domoic acid toxicity (acute)
Lloyd,9260,,CSL-9260,Champleby,,Adult,Female,California Sea Lion,Zalophus,californianus,10/23/2009,Santa Cruz,La Selva,Manresa State Beach,just north of Sand Dollar Road access,36.9160,-121.8630,10/23/2009,70,162,11/17/2009,euthanasia,55.5,159,"euthanasia, domoic acid toxicity (chronic), trauma","domoic acid toxicity (acute), pregnant, trauma"
Lloyd,9261,,CSL-9261,TNT,,Adult,Female,California Sea Lion,Zalophus,californianus,10/23/2009,San Luis Obispo,,Morro Bay Sand Spit,between Hazards Canyon and Sand Spit Trail,35.3060,-120.8830,10/23/2009,73,172,10/25/2009,euthanasia,73,172,"euthanasia, domoic acid toxicity (acute)",domoic acid toxicity (acute)
Lloyd,9264,,CSL-9264,Mr Hyde,,Yearling,Male,California Sea Lion,Zalophus,californianus,10/25/2009,San Francisco,San Francisco,,Hyde Street Pier,37.8092,-122.4214,10/25/2009,22,112,10/25/2009,euthanasia,22,112,"euthanasia, pneumonia (verminous), malnutrition","pneumonia, malnutrition"
Lloyd,9273,,CSL-9273,Eyeballs,,Adult,Female,California Sea Lion,Zalophus,californianus,10/31/2009,Santa Cruz,Santa Cruz,Seabright Beach (Castle Beach),at the end of 2nd Avenue,36.9540,-122.0080,10/31/2009,71,165,11/23/2009,released,75,163,,corneal edema
Lloyd,9274,,CSL-9274,Foley,,Adult,Female,California Sea Lion,Zalophus,californianus,10/31/2009,San Luis Obispo,Morro Bay,Morro Rock and Beach,"50 yards East of the Rock, near the recycling center",35.3690,-120.8710,10/31/2009,64,165,11/14/2009,euthanasia,53.5,165,"euthanasia, domoic acid toxicity (chronic)","domoic acid toxicity (acute), trauma (eye)"
Lloyd,9275,,CSL-9275,Sonar,,Adult,Female,California Sea Lion,Zalophus,californianus,10/31/2009,San Luis Obispo,,Oceano Dunes Vehicular Recreation Area,post 8,35.0490,-120.6390,10/31/2009,81,159,11/21/2009,released,76,159,,"domoic acid toxicity (acute), bad location"
Lloyd,9278,,CSL-9278,Hottie,,Adult,Female,California Sea Lion,Zalophus,californianus,11/02/2009,Santa Barbara,,,"Guadalupe Dunes, 1/2 mile north of the parking lot",34.9725,-120.6489,11/02/2009,69.5,162,11/25/2009,released,63.5,162,,domoic acid toxicity (acute)
Lloyd,9282,,CSL-9282,Saint Goose,,Adult,Female,California Sea Lion,Zalophus,californianus,11/05/2009,Santa Cruz,Capitola,New Brighton State Beach,left of restrooms when facing the ocean,36.9640,-121.9340,11/05/2009,86.5,180,12/18/2009,released,97,180,,"domoic acid toxicity (acute), pregnant"
Lloyd,9285,,CSL-9285,Shell,,Juvenile,Male,California Sea Lion,Zalophus,californianus,11/08/2009,Monterey,Monterey,Custom House Plaza (Monterey Harbor),right of Fisherman's Wharf,36.6030,-121.8910,11/09/2009,45.5,132.5,11/09/2009,euthanasia,45.5,132.5,"euthanasia, sharkbite","trauma (flipper), sharkbite, domoic acid toxicity (acute)"
Lloyd,9286,,CSL-9286,Woeisme,,Juvenile,Male,California Sea Lion,Zalophus,californianus,11/12/2009,Santa Cruz,La Selva,Manresa State Beach,near uplands campground,36.9090,-121.8570,11/12/2009,70,176,12/04/2009,released,76.5,176,,domoic acid toxicity (acute)
Lloyd,9290,,CSL-9290,Mud Wrestler,,Juvenile,Male,California Sea Lion,Zalophus,californianus,11/15/2009,Monterey,Moss Landing,Moss Landing Harbor - North,off Jetty Road in a mud flat,36.8130,-121.7960,11/15/2009,111,173,11/15/2009,died in treatment,111,173,domoic acid toxicity (acute),domoic acid toxicity (acute)
Lloyd,9291,,CSL-9291,Buchon,,Adult,Female,California Sea Lion,Zalophus,californianus,11/15/2009,San Luis Obispo,Los Osos,Coon Beach,"end Los Osos Valley Road, through gate at end of the road",35.2620,-120.9000,11/15/2009,61,140,11/15/2009,euthanasia,61,140,"euthanasia, sharkbite","pregnant, sharkbite"
Lloyd,9294,,CSL-9294,Mariza,,Adult,Female,California Sea Lion,Zalophus,californianus,11/18/2009,Santa Cruz,La Selva,Manresa State Beach,"South end of beach, near 388 Oceanview Drive",36.9200,-121.8730,11/18/2009,80.9,,12/04/2009,released,78.7,180,,domoic acid toxicity (acute)
Lloyd,9295,,CSL-9295,Papagallo,,Adult,Female,California Sea Lion,Zalophus,californianus,11/21/2009,San Luis Obispo,Morro Bay,Morro Bay Harbor,Embarcadero between American Fish Company and Harbor Hut,35.3700,-120.8580,11/21/2009,91.5,166,12/14/2009,released,79.3,161,,"domoic acid toxicity (acute), pregnant"
Lloyd,9298,,CSL-9298,Stuffed,,Adult,Female,California Sea Lion,Zalophus,californianus,11/26/2009,San Luis Obispo,,Oceano Dunes Vehicular Recreation Area,post 6,35.0610,-120.6370,11/26/2009,59,154,11/28/2009,euthanasia,59,154,"euthanasia, domoic acid toxicity (acute)","domoic acid toxicity (acute), pregnant, bad location"
Lloyd,9299,,CSL-9299,Poussin,,Adult,Female,California Sea Lion,Zalophus,californianus,11/27/2009,San Luis Obispo,,Oceano Dunes Vehicular Recreation Area,post 8,35.0440,-120.6310,11/27/2009,84.4,167,12/03/2009,died in treatment,82,167,domoic acid toxicity (acute),"bad location, domoic acid toxicity (acute), pregnant"
Lloyd,9300,,CSL-9300,Gobbler,,Adult,Female,California Sea Lion,Zalophus,californianus,11/28/2009,San Luis Obispo,Grover Beach,Oceano Dunes Vehicular Recreation Area,at Grand Avenue,35.1210,-120.6350,11/28/2009,93.7,171,12/14/2009,released,83.5,171,,"domoic acid toxicity (acute), pregnant, bad location"
Lloyd,9303,,CSL-9303,Moonrise,,Adult,Female,California Sea Lion,Zalophus,californianus,11/29/2009,San Luis Obispo,Los Osos,Morro Bay Sand Spit (Montana de Oro State Park),,35.3060,-120.8830,11/29/2009,88,168,12/04/2009,euthanasia,86,166,"euthanasia, domoic acid toxicity (acute)","domoic acid toxicity (acute), trauma (face)"
Lloyd,9304,,CSL-9304,Golosa,,Adult,Female,California Sea Lion,Zalophus,californianus,11/30/2009,San Luis Obispo,Pismo Beach,Pismo State Beach,In front of Sea Crest Resort,35.1380,-120.6400,11/30/2009,78.5,166,12/03/2009,died in treatment,79.5,166,domoic acid toxicity (acute),"pregnant, domoic acid toxicity (acute)"
Lloyd,9305,,CSL-9305,Pinkie,,Adult,Female,California Sea Lion,Zalophus,californianus,12/04/2009,San Luis Obispo,,Chevron Beach,,35.4130,-120.8790,12/04/2009,91,152,12/21/2009,released,83,152,,domoic acid toxicity (acute)
Lloyd,9307,,CSL-9307,Chestnut,,Subadult,Female,California Sea Lion,Zalophus,californianus,12/05/2009,San Francisco,San Francisco,Ocean Beach,at Fulton Street,37.7710,-122.5123,12/05/2009,48.5,138,12/07/2009,euthanasia,50,138,"euthanasia, blind, domoic acid toxicity (acute) suspect","trauma (eye), blind, domoic acid toxicity (acute)"
Lloyd,9308,,CSL-9308,Parkie,,Adult,Female,California Sea Lion,Zalophus,californianus,12/05/2009,San Luis Obispo,Oceano,Oceano Dunes Vehicular Recreation Area,between Grand Avenue and Pier Avenue,35.1130,-120.6330,12/05/2009,84.5,161,12/05/2009,died in treatment,84.5,161,domoic acid toxicity (acute),"bad location, domoic acid toxicity (acute)"
Lloyd,9309,,CSL-9309,Sanddab,,Adult,Female,California Sea Lion,Zalophus,californianus,12/05/2009,San Luis Obispo,Pismo Beach,Pismo State Beach,halfway between the pier and the end of the beach,35.1400,-120.6500,12/05/2009,90,179,12/18/2009,released,83.5,179,,"domoic acid toxicity (acute), pregnant (aborted)"
Lloyd,9310,,CSL-9310,Drivethru,,Adult,Female,California Sea Lion,Zalophus,californianus,12/05/2009,San Luis Obispo,,Oceano Dunes Vehicular Recreation Area,post 7,35.0570,-120.6370,12/05/2009,84.5,155,12/21/2009,released,71.5,155,,"bad location, domoic acid toxicity (acute), pregnant"
Lloyd,9311,,CSL-9311,Monika,,Juvenile,Male,California Sea Lion,Zalophus,californianus,12/05/2009,San Mateo,,Pigeon Point,200 feet north of the lighthouse,37.1823,-122.3945,12/06/2009,88,176,12/06/2009,euthanasia,88,176,"euthanasia, leptospirosis, pneumonia","pneumonia, leptospirosis"
Lloyd,9312,,CSL-9312,Herewee,,Adult,Female,California Sea Lion,Zalophus,californianus,12/06/2009,San Luis Obispo,Grover Beach,Oceano Dunes Vehicular Recreation Area,Grand Avenue,35.1220,-120.6400,12/06/2009,78.3,167,12/21/2009,released,76,167,,"domoic acid toxicity (acute), bad location, pregnant"
