Database,Acc_number,Suffix,MMC_ID,Name,Restrand_Occurrence_num,Age_Class,Sex,Common_Name,Genus,Species,Strand_Date,Stranding_County,Stranding_City,Stranding_Locality,Stranding_Details,Latitude,Longitude,Admit_Date,Admit_Weight_kg,Admit_Length_cm,Disposition_Date,Disposition,Dispo_Weight_kg,Dispo_Length_cm,CODeath_List,Diagnosis_List
Lloyd,6133,,CSL-6133,Polk,,Adult,Female,California Sea Lion,Zalophus,californianus,08/01/2004,San Luis Obispo,Morro Bay,Morro Rock and Beach,,35.3740,-120.8700,08/01/2004,78.5,170,08/19/2004,released,72.5,170,,domoic acid toxicity (acute)
Lloyd,6160,,CSL-6160,Rex,,Adult,Male,California Sea Lion,Zalophus,californianus,08/13/2004,Monterey,Moss Landing,Zmudowski State Beach,,36.8400,-121.8130,08/13/2004,223.5,213,10/12/2004,released,188.5,213,,domoic acid toxicity (acute)
Lloyd,6179,,CSL-6179,Agusta,,Adult,Female,California Sea Lion,Zalophus,californianus,08/19/2004,San Luis Obispo,Morro Bay,Morro Strand State Beach (South),San Jacinto Rd,35.3960,-120.8730,08/19/2004,97,165,09/14/2004,died in treatment,108.5,168,domoic acid toxicity (acute),domoic acid
Lloyd,6201,,CSL-6201,Mackie,,Subadult,Male,California Sea Lion,Zalophus,californianus,08/27/2004,San Luis Obispo,Pismo Beach,Pismo Beach,Under pier,35.1380,-120.6490,08/27/2004,78.5,182,09/14/2004,died in treatment,67,171.5,Septicemia,domoic acid toxicity (chronic)
Lloyd,6251,,CSL-6251,Begonia,,Juvenile,Male,California Sea Lion,Zalophus,californianus,09/07/2004,Santa Cruz,Capitola,Capitola Main Beach,,36.9600,-121.9490,09/07/2004,34.5,148,10/05/2004,euthanasia,27.5,127,"Euthanasia, Leptospirosis","leptospirosis, domoic acid toxicity (chronic)"
Lloyd,6290,,CSL-6290,Little Richard,,Subadult,Female,California Sea Lion,Zalophus,californianus,09/18/2004,Monterey,Pacific Grove,,10th and oceanview ave,36.6250,-121.9090,09/18/2004,40.5,145,10/28/2004,euthanasia,28,140,"Euthanasia, domoic acid toxicity (chronic)",domoic acid toxicity (chronic)
Lloyd,6305,,CSL-6305,Action,,Juvenile,Male,California Sea Lion,Zalophus,californianus,09/22/2004,Monterey,Monterey,Monterey Marina,,36.6080,-121.8880,09/22/2004,54,165,10/07/2004,euthanasia,46,142,"Euthanasia, Leptospirosis","leptospirosis, domoic acid toxicity (chronic)"
Lloyd,6312,,CSL-6312,Choku,,Adult,Female,California Sea Lion,Zalophus,californianus,09/23/2004,San Luis Obispo,Oceano,Oceano Dunes Vehicular Recreation Area,,35.0330,-120.6329,09/23/2004,60,152,10/05/2004,euthanasia,53,158,"Euthanasia, domoic acid toxicity (acute)","domoic acid toxicity (acute), bad location"
Lloyd,6318,,CSL-6318,Roadrash,,Yearling,Female,California Sea Lion,Zalophus,californianus,09/25/2004,San Luis Obispo,Los Osos,,Turry Rd and South Bay Blvd,35.3366,-120.8234,09/25/2004,31.5,112,10/19/2004,euthanasia,28,112,"Euthanasia, domoic acid toxicity (chronic)",domoic acid toxicity (chronic)
Lloyd,6336,,CSL-6336,Pirate,,Adult,Female,California Sea Lion,Zalophus,californianus,10/02/2004,Monterey,Monterey,Santa Rosalia Beach,,36.6080,-121.8880,10/02/2004,71,160,11/10/2004,released,56.5,162,,domoic acid toxicity (chronic)
Lloyd,6342,,CSL-6342,Trainman,,Juvenile,Male,California Sea Lion,Zalophus,californianus,10/02/2004,Monterey,Moss Landing,Kirby Park,,36.8395,-121.7412,10/05/2004,55.5,180,11/22/2004,died in treatment,47,151,"Leptospirosis, domoic acid toxicity (chronic)","leptospirosis, domoic acid toxicity (chronic)"
Lloyd,6346,,CSL-6346,Ascot,,Adult,Female,California Sea Lion,Zalophus,californianus,10/07/2004,San Luis Obispo,Oceano,Oceano Dunes Vehicular Recreation Area,Post 2,35.0900,-120.6290,10/07/2004,63.5,156,11/09/2004,died in treatment,44.5,153,domoic acid toxicity (chronic),"entanglement (scar), domoic acid toxicity (chronic), bad location"
Lloyd,6365,,CSL-6365,Matt,,Juvenile,Male,California Sea Lion,Zalophus,californianus,10/13/2004,Santa Cruz,Santa Cruz,It's Beach,,36.9460,-122.0260,10/13/2004,30,108,11/08/2004,euthanasia,24.5,115,"Euthanasia, domoic acid toxicity (chronic)",domoic acid toxicity (chronic)
Lloyd,6373,,CSL-6373,Reagan,,Adult,Female,California Sea Lion,Zalophus,californianus,10/15/2004,Santa Barbara,Guadalupe,Guadalupe-Nipomo Dunes Preserve,,34.9569,-120.6526,10/15/2004,101.5,152,11/17/2004,released,101.5,152,,domoic acid toxicity (acute)
Lloyd,6379,,CSL-6379,Suzie,,Adult,Female,California Sea Lion,Zalophus,californianus,10/17/2004,San Luis Obispo,Oceano,Oceano Dunes Vehicular Recreation Area,Post 5,35.0670,-120.6280,10/17/2004,96,177,11/24/2004,released,78,156,,"domoic acid toxicity (acute), bad location"
Lloyd,6380,,CSL-6380,Wild Bill,,Juvenile,Male,California Sea Lion,Zalophus,californianus,10/17/2004,Monterey,Marina,Marina State Beach,,36.7050,-121.8130,10/17/2004,68.5,166,11/10/2004,euthanasia,61.5,161,"Euthanasia, Blind, domoic acid toxicity (acute)",domoic acid
Lloyd,6382,,CSL-6382,Nixon,,Adult,Female,California Sea Lion,Zalophus,californianus,10/17/2004,San Luis Obispo,Pismo Beach,Pismo State Beach,Wilmar Ave,35.1440,-120.6560,10/17/2004,102,153,11/12/2004,released,92,,,domoic acid toxicity (acute)
Lloyd,6405,,CSL-6405,Nomoon,,Yearling,Female,California Sea Lion,Zalophus,californianus,10/27/2004,San Luis Obispo,,Oceano Dunes Vehicular Recreation Area,post 3.5,35.0800,-120.6290,10/27/2004,32,125,02/02/2005,euthanasia,48,131,"Euthanasia, domoic acid toxicity (chronic)","domoic acid toxicity (acute), bad location"
Lloyd,6433,R1,CSL-6433-R1,Squirt (restrand)(relocate),Restrand,Yearling,Female,California Sea Lion,Zalophus,californianus,01/29/2005,Monterey,Moss Landing,,"357 Dolan Road, in barn of MoonGlow Dairy farm (aka Calcagno Dairy Farm)",36.8099,-121.7633,01/29/2005,50,124,01/29/2005,relocated,50,124,,"bad location, domoic acid toxicity (chronic)"
Lloyd,6433,R2,CSL-6433-R2,Squirt (restrand),Restrand,Yearling,Female,California Sea Lion,Zalophus,californianus,02/05/2005,Monterey,Moss Landing,Moss Landing Harbor - North,by the kayak dock,36.8142,-1217872.0000,02/08/2005,37,124,02/08/2005,relocated,37,124,,"normal, domoic acid toxicity (chronic)"
Lloyd,6433,R3,CSL-6433-R3,Squirt (re-re-restrand),Restrand,Subadult,Female,California Sea Lion,Zalophus,californianus,05/17/2006,Monterey,Monterey,Breakwater Cove Marina,Fuel dock,36.6080,-121.8880,05/17/2006,52.5,139,05/31/2006,released,48,139,,domoic acid toxicity (chronic)
Lloyd,6433,,CSL-6433,Squirt,,Yearling,Female,California Sea Lion,Zalophus,californianus,11/14/2004,San Mateo,Half Moon Bay,Roosevelt Beach,"(Half Moon Bay State Beach), south bank of the stream",37.4860,-122.4640,11/14/2004,23.5,124,01/13/2005,released,37,124,,domoic acid
Lloyd,6443,,CSL-6443,Adams,,Subadult,Male,California Sea Lion,Zalophus,californianus,11/21/2004,San Luis Obispo,San Simeon,,north of ES rookery ,35.6790,-121.2910,11/21/2004,123,123,12/02/2004,released,120.5,123,,domoic acid toxicity (acute)
Lloyd,6451,F,CSL-6451-F,Fetus (Stoop),,Fetus,Unknown,California Sea Lion,Zalophus,californianus,12/06/2004,,,,,,,12/06/2004,,,12/06/2004,euthanasia,,10.5,Euthanasia,
Lloyd,6451,,CSL-6451,Stoop,,Adult,Female,California Sea Lion,Zalophus,californianus,11/29/2004,San Luis Obispo,Morro Bay,Morro Rock,,35.3690,-120.8710,11/29/2004,70,160,12/06/2004,euthanasia,68.5,166,"Euthanasia, domoic acid toxicity (chronic)",domoic acid toxicity (chronic)
Lloyd,6457,,CSL-6457,Stinky,,Subadult,Female,California Sea Lion,Zalophus,californianus,12/10/2004,Sonoma,Bodega Bay,Carmet Beach,(Sonoma Coast State Beaches),38.3730,-123.0801,12/10/2004,34,129,01/15/2005,died in treatment,33,119,domoic acid toxicity (chronic),"trauma (flipper fracture), domoic acid toxicity (chronic), trauma (head)"
Lloyd,6465,,CSL-6465,Bundy,,Adult,Female,California Sea Lion,Zalophus,californianus,12/15/2004,Monterey,Monterey,Del Monte Beach,,36.6080,-121.8700,12/15/2004,62.5,156,01/14/2005,died in treatment,46,141,"Cardiomyopathy, domoic acid toxicity (chronic)",domoic acid toxicity (chronic)
Lloyd,6475,,CSL-6475,Cambolina,,Adult,Female,California Sea Lion,Zalophus,californianus,01/10/2005,San Mateo,Menlo Park,,In the middle of Willow Road - the expressway to the Dumbarton Bridge,37.4814,-122.1503,01/11/2005,57,196,01/19/2005,released,57,196,,domoic acid toxicity (chronic)
Lloyd,6476,,CSL-6476,Kristi,,Adult,Female,California Sea Lion,Zalophus,californianus,01/11/2005,San Francisco,San Francisco,Ocean Beach,at Santiago,37.7450,-122.5150,01/11/2005,75.5,170,01/12/2005,euthanasia,75.5,170,"Euthanasia, Carcinoma",domoic acid toxicity (chronic)
Lloyd,6489,,CSL-6489,Koslo,,Yearling,Female,California Sea Lion,Zalophus,californianus,02/21/2005,San Luis Obispo,,Oceano Dunes Vehicular Recreation Area,Post 2,35.0920,-120.6360,02/21/2005,24,120,03/19/2005,died in treatment,25,103,domoic acid toxicity (chronic),"domoic acid toxicity (chronic), bad location"
Lloyd,6507,,CSL-6507,Harvey Wallbanger,,Adult,Female,California Sea Lion,Zalophus,californianus,04/01/2005,San Luis Obispo,Morro Bay,Morro Rock and Beach,200 feet north of the rock,35.3690,-120.8710,04/01/2005,62.5,152,05/06/2005,released,71.5,152,,domoic acid
Lloyd,6508,,CSL-6508,Maddy,,Adult,Female,California Sea Lion,Zalophus,californianus,04/04/2005,San Mateo,Pescadero,Pescadero State Beach,north access,37.2710,-122.4160,04/04/2005,87.5,160,05/10/2005,euthanasia,54,160,"Euthanasia, domoic acid toxicity (chronic)",domoic acid toxicity (chronic)
Lloyd,6510,R1,CSL-6510-R1,Law (restrand),Restrand,Juvenile,Male,California Sea Lion,Zalophus,californianus,08/03/2006,Santa Cruz,Santa Cruz,Santa Cruz Municipal Wharf,"inside a kayak, tied to a floating dock",36.9530,-122.0130,08/04/2006,52,140,08/07/2006,euthanasia,52,140,"euthanasia, domoic acid toxicity (chronic)","domoic acid toxicity (chronic), trauma"
Lloyd,6510,,CSL-6510,Law,,Juvenile,Male,California Sea Lion,Zalophus,californianus,04/09/2005,Monterey,Marina,Marina State Beach,just north of the sand plant,36.7050,-121.8130,04/09/2005,33.5,110,06/07/2005,released,34.5,126,,domoic acid toxicity (chronic)
Lloyd,6514,F,CSL-6514-F,Fetus (Restroom 7),,Fetus,Female,California Sea Lion,Zalophus,californianus,04/22/2005,Marin,Sausalito,The Marine Mammal Center,,,,04/22/2005,4.5,66,04/22/2005,died in treatment,4.5,66,"domoic acid toxicity (developmental), septicemia",
Lloyd,6514,,CSL-6514,Restroom7,,Adult,Female,California Sea Lion,Zalophus,californianus,04/19/2005,Santa Cruz,Aptos,Seacliff State Beach,"just South of the pier, near #7",36.9620,-121.9190,04/19/2005,88,166,04/29/2005,released,66.5,166,,domoic acid toxicity (acute)
Lloyd,6518,F,CSL-6518-F,Fetus (White Russian),,Fetus,Female,California Sea Lion,Zalophus,californianus,05/01/2005,Marin,Sausalito,The Marine Mammal Center,,,,05/01/2005,5.5,59,05/01/2005,died in treatment,5.5,59,"domoic acid toxicity (acute), abortion",
Lloyd,6518,,CSL-6518,White Russian,,Adult,Female,California Sea Lion,Zalophus,californianus,04/29/2005,San Luis Obispo,Morro Bay,Morro Strand State Beach (South),at San Jacinto Street,35.3960,-120.8730,04/29/2005,86,151,06/07/2005,released,80.5,151,,domoic acid toxicity (acute)
Lloyd,6521,,CSL-6521,Ergo,,Adult,Male,California Sea Lion,Zalophus,californianus,05/07/2005,Santa Cruz,Watsonville,Pajaro Dunes,,36.8630,-121.8270,05/07/2005,254,,06/07/2005,released,154.5,218,,domoic acid toxicity (acute)
Lloyd,6552,,CSL-6552,Mort,,Subadult,Male,California Sea Lion,Zalophus,californianus,05/30/2005,Monterey,Monterey,Breakwater Cove,in a parking lot,36.6080,-121.8880,05/30/2005,133,191,06/16/2005,released,134.5,191,,domoic acid toxicity (acute)
Lloyd,6555,,CSL-6555,KOA,,Adult,Male,California Sea Lion,Zalophus,californianus,06/01/2005,Sonoma,Petaluma,KOA Campground,"20 Rainsville Road, in creek of pasture along Stoney Point Road",38.1620,-122.4037,06/01/2005,138.5,180,06/01/2005,DOA,138.5,180,domoic acid toxicity (chronic),domoic acid toxicity (chronic)
Lloyd,6578,,CSL-6578,Fetus,,Fetus,Female,California Sea Lion,Zalophus,californianus,06/13/2005,San Mateo,Pescadero,Ano Nuevo State Reserve,Ano Nuevo Island,37.1110,-122.3340,06/13/2005,6,75,06/13/2005,carcass,6,75,"Abortion, septicemia",
Lloyd,6581,,CSL-6581,Gafco,,Yearling,Male,California Sea Lion,Zalophus,californianus,06/16/2005,San Luis Obispo,Morro Bay,Morro Bay Harbor,,35.3690,-120.8710,06/16/2005,20.5,110,07/31/2005,released,25.5,106,,"abscess, domoic acid toxicity (acute)"
Lloyd,6584,,CSL-6584,Rage,,Adult,Female,California Sea Lion,Zalophus,californianus,06/16/2005,San Mateo,Pescadero,Pomponio State Beach,1/4 mile South of parking lot,37.2930,-122.4130,06/18/2005,100.5,115,07/24/2005,released,92.5,174,,domoic acid toxicity (chronic)
Lloyd,6588,,CSL-6588,Apple,,Adult,Female,California Sea Lion,Zalophus,californianus,06/13/2005,Ventura,Oxnard,Mandalay County Park,"Embassy Suites Hotel Resort Beach, 2101 Mandalay Beach Rd",34.1780,-119.2380,06/19/2005,91.5,173,06/20/2005,euthanasia,91.5,173,"Euthanasia, domoic acid toxicity (acute)",domoic acid toxicity (acute)
Lloyd,6589,,CSL-6589,Nectarine,,Adult,Female,California Sea Lion,Zalophus,californianus,06/13/2005,Ventura,Oxnard,,120 yards south of Neptunes Square,34.1820,-119.2400,06/19/2005,86.5,174,06/20/2005,euthanasia,86.5,174,"Euthanasia, domoic acid toxicity (acute)",domoic acid toxicity (acute)
Lloyd,6591,,CSL-6591,Cancun (Tahiti),,Adult,Female,California Sea Lion,Zalophus,californianus,06/19/2005,Ventura,Port Hueneme,,"East of Hueneme Beach, near J Street Canal",34.1370,-119.1860,06/21/2005,63,143,06/21/2005,DOA,63,143,domoic acid toxicity (acute),domoic acid toxicity (acute)
Lloyd,6592,,CSL-6592,Madagascar,,Adult,Female,California Sea Lion,Zalophus,californianus,06/19/2005,Ventura,Port Hueneme,Hueneme Beach,West of Hueneme Beach,34.1416,-119.1955,06/21/2005,59.5,152,06/21/2005,DOA,59.5,152,domoic acid toxicity (acute),domoic acid toxicity (acute)
Lloyd,6593,,CSL-6593,Arruba,,Adult,Female,California Sea Lion,Zalophus,californianus,06/18/2005,Ventura,Unincorporated,Pt. Mugu Naval Air Station,Charlie Complex,34.0970,-119.1200,06/21/2005,81,157,06/21/2005,DOA,81,157,domoic acid toxicity (acute),domoic acid toxicity (acute)
Lloyd,6594,,CSL-6594,Galapagos,,Adult,Female,California Sea Lion,Zalophus,californianus,06/16/2005,Ventura,Unincorporated,Pt. Mugu Naval Air Station,Alpha Complex,34.1036,-119.1336,06/21/2005,107,173,06/20/2005,DOA,107,173,domoic acid toxicity (acute),domoic acid toxicity (acute)
Lloyd,6595,,CSL-6595,Sicily,,Adult,Female,California Sea Lion,Zalophus,californianus,06/20/2005,Ventura,Ventura,Harbor Cove,in front of lifeguard tower,34.2470,-119.2641,06/21/2005,66,156,06/21/2005,DOA,66,156,domoic acid toxicity (acute),domoic acid toxicity (acute)
Lloyd,6596,,CSL-6596,Kauai,,Adult,Female,California Sea Lion,Zalophus,californianus,06/16/2005,Ventura,Ventura,Pierpont Beach,New Bedford Court,34.2580,-119.2720,06/21/2005,73,156,06/21/2005,euthanasia,73,156,"Euthanasia, domoic acid toxicity (acute)",domoic acid toxicity (acute)
Lloyd,6597,,CSL-6597,Jamaica,,Subadult,Male,California Sea Lion,Zalophus,californianus,06/18/2005,Ventura,Ventura,Surfers Point,out from parking lot kiosk,34.2740,-119.2990,06/21/2005,97,194,06/21/2005,died in treatment,97,194,domoic acid toxicity (acute),domoic acid toxicity (acute)
Lloyd,6598,,CSL-6598,Anacapa,,Yearling,Female,California Sea Lion,Zalophus,californianus,06/20/2005,Ventura,Unincorporated,Solemar Beach,2840 W. Pacific Coast Highway,34.3118,-119.3602,06/21/2005,22.5,97,07/08/2005,released,26.5,106,,domoic acid toxicity (acute)
Lloyd,6607,,CSL-6607,Islamorada,,Adult,Female,California Sea Lion,Zalophus,californianus,06/25/2005,Ventura,Oxnard,Oxnard Shores,Marine Way,34.1856,-119.2426,06/25/2005,78.5,166,08/02/2005,released,82.5,166,,domoic acid toxicity (acute)
Lloyd,6608,,CSL-6608,Tavernier,,Adult,Female,California Sea Lion,Zalophus,californianus,06/25/2005,Ventura,Oxnard,Oxnard Shores,End of Wholly Road,34.1842,-119.2417,06/25/2005,76.5,162,07/24/2005,released,69,155,,domoic acid toxicity (acute)
Lloyd,6612,,CSL-6612,Compex,,Adult,Female,California Sea Lion,Zalophus,californianus,06/26/2005,Ventura,Oxnard,Harbor Island,"Off Hemlock Street, in lagoon",34.2490,-119.2624,06/29/2005,86,174,07/06/2005,died in treatment,86,174,domoic acid toxicity (acute),domoic acid toxicity (acute)
Lloyd,6615,,CSL-6615,Bahama,,Adult,Female,California Sea Lion,Zalophus,californianus,07/01/2005,Ventura,Ventura,Emmawoods  Campground,Post 39,34.2754,-119.3093,07/01/2005,85,164,07/02/2005,died in treatment,85,164,domoic acid toxicity (acute),domoic acid toxicity (acute)
Lloyd,6616,,CSL-6616,Cayman,,Juvenile,Male,California Sea Lion,Zalophus,californianus,07/01/2005,Ventura,Ventura,Emmawoods Campground,post 19,34.2754,-119.3093,07/01/2005,32.2,125,07/28/2005,released,38,144,,"malnutrition, domoic acid toxicity (acute)"
Lloyd,6618,,CSL-6618,DIT,,Juvenile,Male,California Sea Lion,Zalophus,californianus,07/02/2005,San Luis Obispo,Avila Beach,Avila Beach,south of Avila Pier,35.1720,-120.7250,07/02/2005,45,135,07/02/2005,died in treatment,45,135,"Meningitis, Encephalitis, Septicemia",domoic acid toxicity (acute)
Lloyd,6621,,CSL-6621,Bonaire,,Adult,Female,California Sea Lion,Zalophus,californianus,07/03/2005,San Luis Obispo,Cayucos,Cayucos State Beach,north of the pier near tidepools,35.4420,-120.9090,07/03/2005,69,159,07/08/2005,released,68,159,,"unknown, domoic acid toxicity (acute)"
Lloyd,6622,,CSL-6622,Bermuda,,Yearling,Female,California Sea Lion,Zalophus,californianus,07/03/2005,San Luis Obispo,Pismo Beach,Shell  Beach,,35.1510,-120.6810,07/03/2005,24,102,07/31/2005,released,26,118,,domoic acid toxicity (acute)
Lloyd,6624,,CSL-6624,Ellwood,,Subadult,Female,California Sea Lion,Zalophus,californianus,07/08/2005,Monterey,Carmel,Carmel City Beach,Ocean Avenue & 8th Street,36.5560,-121.9350,07/08/2005,45.5,143,08/10/2005,released,35,137,,"trauma, domoic acid toxicity (acute)"
Lloyd,6627,,CSL-6627,Tuf Enuf,,Yearling,Male,California Sea Lion,Zalophus,californianus,07/10/2005,San Luis Obispo,Morro Bay,Morro Bay Harbor,edge of parking lot at Embarcadero & Beach Streets,35.3650,-120.8710,07/11/2005,14.5,97,09/04/2005,released,16.5,74,,"malnutrition, entanglement, domoic acid toxicity (acute)"
Lloyd,6628,,CSL-6628,Nonzen,,Yearling,Female,California Sea Lion,Zalophus,californianus,07/11/2005,San Luis Obispo,Pismo Beach,Pismo State Beach,underneath the Pismo Pier,35.1380,-120.6490,07/11/2005,20,99,08/05/2005,released,29.5,113,,domoic acid toxicity (acute)
Lloyd,6629,,CSL-6629,Perro,,Adult,Female,California Sea Lion,Zalophus,californianus,07/12/2005,San Luis Obispo,Morro Bay,Morro Strand State Beach (South),across from PG&E plant and Toro Creek,35.4170,-120.8810,07/12/2005,50,140,08/01/2005,released,53,140,,domoic acid toxicity (acute)
Lloyd,6633,,CSL-6633,Squaw,,Subadult,Male,California Sea Lion,Zalophus,californianus,07/14/2005,San Luis Obispo,Oceano,Oceano Dunes Vehicular Recreation Area,at Pier Avenue,35.1050,-120.6370,07/14/2005,105.5,194,07/28/2005,released,97,194,,"domoic acid toxicity (acute), bad location"
Lloyd,6634,,CSL-6634,Sandy Mandy,,Subadult,Female,California Sea Lion,Zalophus,californianus,07/15/2005,San Luis Obispo,Morro Bay,Morro Bay Harbor,in rocks near the museum train that goes around the marina,35.3650,-120.8710,07/15/2005,75.5,175,07/31/2005,released,72.5,175,,domoic acid toxicity (acute)
Lloyd,6635,,CSL-6635,Boatenhamer,,Subadult,Male,California Sea Lion,Zalophus,californianus,07/17/2005,San Luis Obispo,Morro Bay,Morro Strand State Beach (South),near campground,35.3780,-120.8700,07/17/2005,86,153,08/01/2005,released,81,153,,domoic acid toxicity (acute)
Lloyd,6636,,CSL-6636,Guadalupe Sue,,Adult,Female,California Sea Lion,Zalophus,californianus,07/17/2005,San Luis Obispo,Oceano,Oceano Dunes Vehicular Recreation Area,Santa Maria Estuary,34.9740,-120.6480,07/17/2005,78,155,08/10/2005,released,65.5,166,,"domoic acid toxicity (acute), bad location"
Lloyd,6637,,CSL-6637,Celea,,Adult,Female,California Sea Lion,Zalophus,californianus,07/17/2005,San Luis Obispo,,Oceano Dunes Vehicular Recreation Area,Post 4,35.0470,-120.6290,07/17/2005,82,160,08/14/2005,died in treatment,52.5,155,domoic acid toxicity (acute),"domoic acid toxicity (acute), bad location"
Lloyd,6638,,CSL-6638,Mr. Automatic,,Adult,Female,California Sea Lion,Zalophus,californianus,07/18/2005,San Luis Obispo,Oceano,Oceano Dunes Vehicular Recreation Area,at end of Pier Avenue ramp,35.1050,-120.6370,07/18/2005,81.5,148,08/10/2005,released,65.5,154,,"domoic acid toxicity (acute), bad location"
Lloyd,6639,,CSL-6639,Charismatic,,Juvenile,Male,California Sea Lion,Zalophus,californianus,07/18/2005,San Luis Obispo,Pismo Beach,Pismo State Beach,20 yards north of lifeguard station/ pier,35.1440,-120.6560,07/18/2005,63,142,08/12/2005,released,48.5,142,,domoic acid toxicity (acute)
Lloyd,6640,R1,CSL-6640-R1,Siren (restrand),Restrand,Subadult,Male,California Sea Lion,Zalophus,californianus,05/10/2006,San Luis Obispo,Oceano,Oceano Dunes Vehicular Recreation Area,at Pier Avenue,35.1050,-120.6370,05/10/2006,150,179,05/31/2006,released,137,179,,"bad location, domoic acid toxicity (chronic)"
Lloyd,6640,R2,CSL-6640-R2,Siren (re-restrand),Restrand,Subadult,Male,California Sea Lion,Zalophus,californianus,08/04/2006,Santa Cruz,Watsonville,Monterey Bay Academy Beach,in front of the Monterey Bay Academy,36.9050,-121.8540,08/04/2006,121,200,08/05/2006,euthanasia,121,200,"euthanasia, domoic acid toxicity (chronic)",domoic acid toxicity (chronic)
Lloyd,6640,,CSL-6640,Siren,,Subadult,Male,California Sea Lion,Zalophus,californianus,07/18/2005,San Luis Obispo,,Oceano Dunes Vehicular Recreation Area,Post 4,35.0740,-120.6360,07/18/2005,105,192,08/12/2005,released,97.5,192,,"domoic acid toxicity (acute), bad location"
Lloyd,6641,,CSL-6641,Towlette,,Juvenile,Male,California Sea Lion,Zalophus,californianus,07/19/2005,San Luis Obispo,,Oceano Dunes Vehicular Recreation Area,between post 4 and 5,35.0470,-120.6290,07/19/2005,77.5,175,07/31/2005,released,74.5,175,,"domoic acid toxicity (acute), bad location"
Lloyd,6642,,CSL-6642,Drucilla,,Adult,Female,California Sea Lion,Zalophus,californianus,07/19/2005,San Luis Obispo,Oceano,Oceano Dunes Vehicular Recreation Area,Pier Ave entrance,35.1040,-120.6310,07/19/2005,74,161,07/30/2005,euthanasia,77.5,167,"Euthanasia, domoic acid toxicity (acute)","domoic acid toxicity (acute), bad location"
Lloyd,6643,,CSL-6643,Alf,,Juvenile,Male,California Sea Lion,Zalophus,californianus,07/20/2005,San Luis Obispo,,Oceano Dunes Vehicular Recreation Area,post 3,35.0830,-120.6360,07/20/2005,45.5,154,07/31/2005,released,44.5,154,,"domoic acid toxicity (acute), bad location"
Lloyd,6646,,CSL-6646,Boris,,Subadult,Male,California Sea Lion,Zalophus,californianus,07/21/2005,San Luis Obispo,Grover Beach,Oceano Dunes Vehicular Recreation Area,at Grand Avenue,35.1220,-120.6400,07/21/2005,106,212,08/01/2005,released,104.5,212,,"domoic acid toxicity (acute), bad location"
Lloyd,6648,,CSL-6648,Bebe,,Yearling,Female,California Sea Lion,Zalophus,californianus,07/22/2005,San Luis Obispo,Grover Beach,Oceano Dunes Vehicular Recreation Area,at Grand Avenue,35.1220,-120.6400,07/22/2005,26,108,08/10/2005,released,25.5,108,,"domoic acid toxicity (acute), bad location"
Lloyd,6649,,CSL-6649,Bindi,,Subadult,Male,California Sea Lion,Zalophus,californianus,07/22/2005,San Luis Obispo,Grover Beach,Oceano Dunes Vehicular Recreation Area,at Grand Avenue,35.1220,-120.6400,07/22/2005,92,160,09/30/2005,released,86.5,178,,"trauma, domoic acid toxicity (acute), bad location"
Lloyd,6650,,CSL-6650,Ploverland,,Adult,Female,California Sea Lion,Zalophus,californianus,07/22/2005,San Luis Obispo,,Oceano Dunes Vehicular Recreation Area,"Oso Flaco, just past the snowy plovers",35.0310,-120.6410,07/22/2005,77.5,168,08/10/2005,released,74.5,168,,"domoic acid toxicity (acute), bad location"
Lloyd,6651,,CSL-6651,Bodacious,,Subadult,Male,California Sea Lion,Zalophus,californianus,07/24/2005,San Luis Obispo,Morro Bay,Morro Strand State Beach (South),across from Coleman Park,35.3690,-120.8710,07/24/2005,90,217,08/12/2005,released,86.5,217,,domoic acid toxicity (acute)
Lloyd,6652,,CSL-6652,Spelunking,,Adult,Female,California Sea Lion,Zalophus,californianus,07/24/2005,San Luis Obispo,Morro Bay,Morro Rock,base of South jetty,35.3690,-120.8710,07/24/2005,88,170,08/23/2005,released,75.5,170,,domoic acid toxicity (acute)
Lloyd,6653,,CSL-6653,Webetired,,Adult,Female,California Sea Lion,Zalophus,californianus,07/24/2005,San Luis Obispo,Avila Beach,Avila State Beach,across from playground,35.1720,-120.7310,07/25/2005,86,193,08/08/2005,released,80,193,,domoic acid toxicity (acute)
Lloyd,6654,,CSL-6654,NoMas,,Adult,Female,California Sea Lion,Zalophus,californianus,07/25/2005,San Luis Obispo,Morro Bay,Morro Strand State Beach (South),South of State Park parking lot,35.3830,-120.8710,07/25/2005,76,168,08/19/2005,euthanasia,64.5,168,"Euthanasia, domoic acid toxicity (acute), trauma",domoic acid toxicity (acute)
Lloyd,6656,,CSL-6656,One2mini,,Subadult,Male,California Sea Lion,Zalophus,californianus,07/25/2005,San Luis Obispo,Oceano,Oceano Dunes Vehicular Recreation Area,between Pier and Grand Avenue,35.1130,-120.6380,07/25/2005,86.5,152,08/10/2005,released,81,152,,"domoic acid toxicity (acute), bad location"
Lloyd,6657,,CSL-6657,Algaestinks,,Adult,Female,California Sea Lion,Zalophus,californianus,07/25/2005,San Luis Obispo,,Oceano Dunes Vehicular Recreation Area,Post 5,35.0660,-120.6370,07/25/2005,72.5,187,08/05/2005,released,64,187,,"domoic acid toxicity (acute), bad location"
